courseCode,unitCode,infinitive,mood,tense,eu,tu,eleElaVoce,nos,elesElasVoces,ipaEu,ipaTu,ipaEleElaVoce,ipaNos,ipaElesElasVoces,negativeEu,negativeTu,negativeEleElaVoce,negativeNos,negativeElesElasVoces,negativeIpaEu,negativeIpaTu,negativeIpaEleElaVoce,negativeIpaNos,negativeIpaElesElasVoces,tags,curriculumTags
pt-conjugation,present,sentar-se,indicativo,presente,sento-me,sentas-te,senta-se,sentamo-nos,sentam-se,ˈsẽtu-mɨ,ˈsẽtɐʃ-tɨ,ˈsẽtɐ-sɨ,sẽˈtɐmu-nuʃ,ˈsẽtɐ̃w-sɨ,,,,,,,,,,,,ar reflexos
pt-conjugation,present,subir,indicativo,presente,subo,sobes,sobe,subimos,sobem,ˈsubu,ˈsobɨʃ,ˈsobɨ,suˈbimuʃ,ˈsobɐ̃j,,,,,,,,,,,,ir
pt-conjugation,present,sumir,indicativo,presente,sumo,sumes,some,sumimos,sumem,ˈsumu,ˈsumɨʃ,ˈsomɨ,suˈmimuʃ,ˈsumɐ̃j,,,,,,,,,,,,ir
pt-conjugation,present,tirar,indicativo,presente,tiro,tiras,tira,tiramos,tiram,ˈtiɾu,ˈtiɾɐʃ,ˈtiɾɐ,tiˈɾɐmuʃ,ˈtiɾɐ̃w,,,,,,,,,,,,ar
pt-conjugation,present,tocar,indicativo,presente,toco,tocas,toca,tocamos,tocam,ˈtoku,ˈtokɐʃ,ˈtokɐ,tuˈkɐmuʃ,ˈtokɐ̃w,,,,,,,,,,,,ar
pt-conjugation,present,tratar,indicativo,presente,trato,tratas,trata,tratamos,tratam,ˈtɾatu,ˈtɾatɐʃ,ˈtɾatɐ,tɾɐˈtɐmuʃ,ˈtɾatɐ̃w,,,,,,,,,,,,ar
pt-conjugation,present,vir,indicativo,presente,venho,vens,vem,vimos,vêm,ˈvɐɲu,vɐ̃jʃ,vɐ̃j,ˈvimuʃ,ˈvɐ̃jɐ̃j,,,,,,,,,,,,irregular
pt-conjugation,present,dispor,indicativo,presente,disponho,dispões,dispõe,dispomos,dispõem,diˈʃpɔɲu,diˈʃpõj̃ʃ,diˈʃpõj̃,diˈʃpɔmuʃ,diˈʃpõj̃m,,,,,,,,,,,,por derivados or
pt-conjugation,present,reter,indicativo,presente,retenho,reténs,retém,retenhamos,retêm,ʁɨˈtɐɲu,ʁɨˈtẽʃ,ʁɨˈtɐ̃j̃,ʁɨtɨˈɲɐmuʃ,ʁɨˈtẽ,,,,,,,,,,,,ter derivados er  
pt-conjugation,present,deter,indicativo,presente,detenho,deténs,detém,detemos,detêm,dɨˈtɐɲu,dɨˈtẽʃ,dɨˈtɐ̃j̃,dɨˈtemuʃ,dɨˈtẽ,,,,,,,,,,,,ter derivados er  
pt-conjugation,present,refazer,indicativo,presente,refaço,refazes,refaz,refazemos,refazem,ʁɨˈfasu,ʁɨˈfazɨʃ,ʁɨˈfaʃ,ʁɨfɐˈzemuʃ,ʁɨˈfazɐ̃j̃,,,,,,,,,,,,derivados 
pt-conjugation,present,desfazer,indicativo,presente,desfaço,desfazes,desfaz,desfazemos,desfazem,dɨˈʃfasu,dɨˈʃfazɨʃ,dɨˈʃfaʃ,dɨʃfɐˈzemuʃ,dɨˈʃfazɐ̃j̃,,,,,,,,,,,,derivados 
pt-conjugation,present,satisfazer,indicativo,presente,satisfaço,satisfazes,satisfaz,satisfazemos,satisfazem,sɐtiˈʃfasu,sɐtiˈʃfazɨʃ,sɐtiˈʃfaʃ,sɐtiʃfɐˈzemuʃ,sɐtiˈʃfazɐ̃j̃,,,,,,,,,,,,derivados 
pt-conjugation,present,impor,indicativo,presente,imponho,impões,impõe,impomos,impõem,ĩˈpɔɲu,ĩˈpõj̃ʃ,ĩˈpõj̃,ĩˈpɔmuʃ,ĩˈpõj̃m,,,,,,,,,,,,derivados 
pt-conjugation,present,compor,indicativo,presente,componho,compões,compõe,compomos,compõem,kõˈpɔɲu,kõˈpõj̃ʃ,kõˈpõj̃,kõˈpɔmuʃ,kõˈpõj̃m,,,,,,,,,,,,derivados 
pt-conjugation,present,supor,indicativo,presente,suponho,supões,supõe,supomos,supõem,suˈpɔɲu,suˈpõj̃ʃ,suˈpõj̃,suˈpɔmuʃ,suˈpõj̃m,,,,,,,,,,,,derivados 
pt-conjugation,present,propor,indicativo,presente,proponho,propões,propõe,propomos,propõem,pɾuˈpɔɲu,pɾuˈpõj̃ʃ,pɾuˈpõj̃,pɾuˈpɔmuʃ,pɾuˈpõj̃m,,,,,,,,,,,,derivados 
pt-conjugation,present,repor,indicativo,presente,reponho,repões,repõe,repomos,repõem,ʁɨˈpɔɲu,ʁɨˈpõj̃ʃ,ʁɨˈpõj̃,ʁɨˈpɔmuʃ,ʁɨˈpõj̃m,,,,,,,,,,,,derivados 
pt-conjugation,present,obter,indicativo,presente,obtenho,obténs,obtém,obtemos,obtêm,oˈbtɐɲu,oˈbtẽʃ,oˈbtɐ̃j̃,oˈbtemuʃ,oˈbtẽ,,,,,,,,,,,,ter derivados er  
pt-conjugation,present,conter,indicativo,presente,contenho,conténs,contém,contemos,contêm,kõˈtɐɲu,kõˈtẽʃ,kõˈtɐ̃j̃,kõˈtɛmuʃ,kõˈtẽ,,,,,,,,,,,,ter derivados er  
pt-conjugation,present,rever,indicativo,presente,revejo,revês,revê,revemos,reveem,ʁɨˈvɐʒu,ʁɨˈveʃ,ʁɨˈve,ʁɨˈvemuʃ,ʁɨˈvɛɐ̃j̃,,,,,,,,,,,,ver derivados er  
pt-conjugation,present,prever,indicativo,presente,prevejo,prevês,prevê,prevemos,preveem,pɾɨˈvɐʒu,pɾɨˈveʃ,pɾɨˈve,pɾɨˈvemuʃ,pɾɨˈvɛɐ̃j̃,,,,,,,,,,,,ver derivados er  
pt-conjugation,present,entrever,indicativo,presente,entrevejo,entrevês,entrevê,entrevemos,entreveem,ẽtɾɨˈvɐʒu,ẽtɾɨˈveʃ,ẽtɾɨˈve,ẽtɾɨˈvemuʃ,ẽtɾɨˈvɛɐ̃j̃,,,,,,,,,,,,ver derivados er  
pt-conjugation,present,transver,indicativo,presente,transvejo,transvês,transvê,transvemos,transveem,tɾɐ̃sˈvɐʒu,tɾɐ̃sˈveʃ,tɾɐ̃sˈve,tɾɐ̃sˈvemuʃ,tɾɐ̃sˈvɛɐ̃j̃,,,,,,,,,,,,ver derivados er  
pt-conjugation,present,intervir,indicativo,presente,intervenho,intervéns,intervém,intervimos,intervêm,ĩtɨɾˈvɐɲu,ĩtɨɾˈvẽʃ,ĩtɨɾˈvɐ̃j̃,ĩtɨɾˈvimuʃ,ĩtɨɾˈvẽ,,,,,,,,,,,,vir derivados ir
pt-conjugation,present,provir,indicativo,presente,provenho,provéns,provém,provimos,provêm,pɾuˈvɐɲu,pɾuˈvẽʃ,pɾuˈvɐ̃j̃,pɾuˈvimuʃ,pɾuˈvẽ,,,,,,,,,,,,arreglar vir derivados ir  
pt-conjugation,present,convir,indicativo,presente,convenho,convêns,convê,convimos,convêm,kõˈvɐɲu,kõˈvẽʃ,kõˈve,kõˈvimuʃ,kõˈvẽ,,,,,,,,,,,,vir derivados ir
pt-conjugation,present,ultrapassar,indicativo,presente,ultrapasso,ultrapassas,ultrapassa,ultrapassamos,ultrapassam,uɫtɾɐˈpasu,uɫtɾɐˈpasɐʃ,uɫtɾɐˈpasɐ,uɫtɾɐpɐˈsɐmuʃ,uɫtɾɐˈpasɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,present,revir,indicativo,presente,revejo,revês,revê,revemos,reveem,ʁɨˈvɐʒu,ʁɨˈveʃ,ʁɨˈve,ʁɨˈvemuʃ,ʁɨˈvɛɐ̃j̃,,,,,,,,,,,,vir derivados ir
pt-conjugation,present,sobrepor,indicativo,presente,sobreponho,sobrepões,sobrepõe,sobrepomos,sobrepõem,subɾɨˈpɔɲu,subɾɨˈpõj̃ʃ,subɾɨˈpõj̃,subɾɨˈpɔmuʃ,subɾɨˈpõj̃m,,,,,,,,,,,,por derivados or
pt-conjugation,present,converter,indicativo,presente,converto,convertes,converte,convertemos,convertem,kõˈvɛɾtu,kõˈvɛɾtɨʃ,kõˈvɛɾtɨ,kõvɨɾˈtemuʃ,kõˈvɛɾtɐ̃j̃,,,,,,,,,,,,derivados er  
pt-conjugation,present,sentir-se,indicativo,presente,sinto-me,sentes-te,sente-se,sentimo-nos,sentem-se,sĩˈtɔmɨ,sẽˈtɛstɨ,sẽˈtɛsɨ,sẽtiˈmɔnuʃ,sẽˈtẽsɨ,não me sinto,não te sentes,não se sente,não nos sentimos,não se sentem,ˈnɐ̃w̃ ˈmɛ ˈsĩtu,ˈnɐ̃w̃ ˈtɛ ˈsẽtɨʃ,ˈnɐ̃w̃ sɨ ˈsẽtɨ,ˈnɐ̃w̃ ˈnɔʃ sẽˈtimuʃ,ˈnɐ̃w̃ sɨ ˈsẽtɐ̃j̃,,ir reflexos
pt-conjugation,present,doer,indicativo,presente,,,dói,,doem,,,ˈdɔj,,ˈdɔɐ̃j̃,,,,,,,,,,,,impessoais er health
pt-conjugation,present,procurar,indicativo,presente,procuro,procuras,procura,procuramos,procuram,pɾuˈkuɾu,pɾuˈkuɾɐʃ,pɾuˈkuɾɐ,pɾukuˈɾɐmuʃ,pɾuˈkuɾɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,present,relaxar,indicativo,presente,relaxo,relaxas,relaxa,relaxamos,relaxam,ʁɨˈlaʃu,ʁɨˈlaʃɐʃ,ʁɨˈlaʃɐ,ʁɨlɐˈʃɐmuʃ,ʁɨˈlaʃɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,present,sonhar,indicativo,presente,sonho,sonhas,sonha,sonhamos,sonham,ˈsɔɲu,ˈsɔɲɐʃ,ˈsɔɲɐ,suˈɲɐmuʃ,ˈsɔɲɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,present,adormecer,indicativo,presente,adormeço,adormeces,adormece,adormecemos,adormecem,ɐduɾˈmɛsu,ɐduɾˈmɛsɨʃ,ɐduɾˈmɛsɨ,ɐduɾmɨˈsemuʃ,ɐduɾˈmɛsɐ̃j̃,,,,,,,,,,,,er  
pt-conjugation,present,utilizar,indicativo,presente,utilizo,utilizas,utiliza,utilizamos,utilizam,utiˈlizu,utiˈlizɐʃ,utiˈlizɐ,utiliˈzɐmuʃ,utiˈlizɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,present,concordar,indicativo,presente,concordo,concordas,concorda,concordamos,concordam,kõˈkɔɾdu,kõˈkɔɾdɐʃ,kõˈkɔɾdɐ,kõkuɾˈdɐmuʃ,kõˈkɔɾdɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,present,discordar,indicativo,presente,discordo,discordas,discorda,discordamos,discordam,diˈʃkɔɾdu,diˈʃkɔɾdɐʃ,diˈʃkɔɾdɐ,diʃkuɾˈdɐmuʃ,diˈʃkɔɾdɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,present,pesquisar,indicativo,presente,pesquiso,pesquisas,pesquisa,pesquisamos,pesquisam,pɨsˈkizu,pɨsˈkizɐʃ,pɨsˈkizɐ,pɨskiˈzɐmuʃ,pɨsˈkizɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,present,para se casar,indicativo,presente,para me casar,para te casar,para se casar,para nos casarmos,para se casarem,pɐɾɐ ˈmɛ kɐˈzaɾ,pɐɾɐ ˈtɛ kɐˈzaɾ,pɐɾɐ sɨ kɐˈzaɾ,pɐɾɐ ˈnɔʃ kɐˈzaɾmuʃ,pɐɾɐ sɨ kɐˈzaɾɐ̃j̃,,,,,,,,,,,,ar
pt-conjugation,present,baralhar-se,indicativo,presente,baralho-me,baralhas-te,baralha-se,baralhamo-nos,baralham-se,bɐɾɐˈʎɔmɨ,bɐɾɐˈʎastɨ,bɐɾɐˈʎasɨ,bɐɾɐʎɐˈmɔnuʃ,bɐɾɐˈʎɐ̃sɨ,não me baralho,não te baralhas,não se baralha,não nos baralhamos,não se baralham,ˈnɐ̃w̃ ˈmɛ bɐˈɾaʎu,ˈnɐ̃w̃ ˈtɛ bɐˈɾaʎɐʃ,ˈnɐ̃w̃ sɨ bɐˈɾaʎɐ,ˈnɐ̃w̃ ˈnɔʒ bɐɾɐˈʎɐmuʃ,ˈnɐ̃w̃ sɨ bɐˈɾaʎɐ̃w̃,,ar reflexos
pt-conjugation,present,tropeçar,indicativo,presente,tropeço,tropeças,tropeça,tropeçamos,tropeçam,tɾuˈpɛsu,tɾuˈpɛsɐʃ,tɾuˈpɛsɐ,tɾupɨˈsɐmuʃ,tɾuˈpɛsɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,present,sobreviver,indicativo,presente,sobrevivo,sobrevives,sobrevive,sobrevivemos,sobrevivem,subɾɨˈvivu,subɾɨˈvivɨʃ,subɾɨˈvivɨ,subɾɨviˈvemuʃ,subɾɨˈvivɐ̃j̃,,,,,,,,,,,,er
pt-conjugation,present,abandonar,indicativo,presente,abandono,abandonas,abandona,abandonamos,abandonam,ɐbɐ̃ˈdɔnu,ɐbɐ̃ˈdɔnɐʃ,ɐbɐ̃ˈdonɐ,ɐbɐ̃duˈnɐmuʃ,ɐbɐ̃ˈdɔnɐ̃w̃,,,,,,,,,,,,ar
pt-conjugation,imperfect,compor,indicativo,imperfeito,compunha,compunhas,compunha,compúnhamos,compunham,kõˈpuɲɐ,kõˈpuɲɐʃ,kõˈpuɲɐ,kõˈpuɲɐmuʃ,kõˈpuɲɐ̃w̃,,,,,,,,,,,,por derivados irregular
pt-conjugation,imperfect,conter,indicativo,imperfeito,continha,continhas,continha,contínhamos,continha,kõˈtiɲɐ,kõˈtiɲɐʃ,kõˈtiɲɐ,kõˈtiɲɐmuʃ,kõˈtiɲɐ,,,,,,,,,,,,ter derivados irregular
pt-conjugation,imperfect,converter,indicativo,imperfeito,convertia,convertias,convertia,convertíamos,convertiam,kõvɨɾˈtiɐ,kõvɨɾˈtiɐʃ,kõvɨɾˈtiɐ,kõvɨɾˈtiɐmuʃ,kõvɨɾˈtiɐ̃w̃,,,,,,,,,,,,ter derivados  
pt-conjugation,imperfect,convir,indicativo,imperfeito,convinha,convinhas,convinha,convínhamos,convinham,kõˈviɲɐ,kõˈviɲɐʃ,kõˈviɲɐ,kõˈviɲɐmuʃ,kõˈviɲɐ̃w̃,,,,,,,,,,,,vir derivados irregular
pt-conjugation,imperfect,desfazer,indicativo,imperfeito,desfazia,desfazias,desfazia,desfazíamos,desfaziam,dɨʃfɐˈziɐ,dɨʃfɐˈziɐʃ,dɨʃfɐˈziɐ,dɨʃfɐˈziɐmuʃ,dɨʃfɐˈziɐ̃w̃,,,,,,,,,,,,fazer derivados  
pt-conjugation,imperfect,deter,indicativo,imperfeito,detinha,detinhas,detinha,detínhamos,detinham,dɨˈtiɲɐ,dɨˈtiɲɐʃ,dɨˈtiɲɐ,dɨˈtiɲɐmuʃ,dɨˈtiɲɐ̃w̃,,,,,,,,,,,,ter derivados irregular
pt-conjugation,imperfect,dispor,indicativo,imperfeito,dispunha,dispunhas,dispunha,dispúnhamos,dispunham,diˈʃpuɲɐ,diˈʃpuɲɐʃ,diˈʃpuɲɐ,diˈʃpuɲɐmuʃ,diˈʃpuɲɐ̃w̃,,,,,,,,,,,,por derivados irregular
pt-conjugation,imperfect,entrever,indicativo,imperfeito,entrevia,entrevias,entrevia,entrevíamos,entreviam,ẽtɾɨˈviɐ,ẽtɾɨˈviɐʃ,ẽtɾɨˈviɐ,ẽtɾɨˈviɐmuʃ,ẽtɾɨˈviɐ̃w̃,,,,,,,,,,,,ver derivados  
pt-conjugation,imperfect,impor,indicativo,imperfeito,impunha,impunhas,impunha,impúnhamos,impunham,ĩˈpuɲɐ,ĩˈpuɲɐʃ,ĩˈpuɲɐ,ĩˈpuɲɐmuʃ,ĩˈpuɲɐ̃w̃,,,,,,,,,,,,por derivados irregular
pt-conjugation,imperfect,intervir,indicativo,imperfeito,intervinha,intervinhas,intervinha,intervínhamos,intervinham,ĩtɨɾˈviɲɐ,ĩtɨɾˈviɲɐʃ,ĩtɨɾˈviɲɐ,ĩtɨɾˈviɲɐmuʃ,ĩtɨɾˈviɲɐ̃w̃,,,,,,,,,,,,vir derivados irregular
pt-conjugation,imperfect,manter,indicativo,imperfeito,mantinha,mantinhas,mantinha,mantínhamos,mantinham,mɐ̃ˈtiɲɐ,mɐ̃ˈtiɲɐʃ,mɐ̃ˈtiɲɐ,mɐ̃ˈtiɲɐmuʃ,mɐ̃ˈtiɲɐ̃w̃,,,,,,,,,,,,ter derivados irregular
pt-conjugation,imperfect,obter,indicativo,imperfeito,obtinha,obtinhas,obtinha,obtínhamos,obtinham,oˈbtiɲɐ,oˈbtiɲɐʃ,oˈbtiɲɐ,oˈbtiɲɐmuʃ,oˈbtiɲɐ̃w̃,,,,,,,,,,,,ter derivados irregular
pt-conjugation,imperfect,prever,indicativo,imperfeito,previa,previas,previa,prevíamos,previam,pɾɨˈviɐ,pɾɨˈviɐʃ,pɾɨˈviɐ,pɾɨˈviɐmuʃ,pɾɨˈviɐ̃w̃,,,,,,,,,,,,ver derivados  
pt-conjugation,imperfect,propor,indicativo,imperfeito,propunha,propunhas,propunha,propúnhamos,propunham,pɾuˈpuɲɐ,pɾuˈpuɲɐʃ,pɾuˈpuɲɐ,pɾuˈpuɲɐmuʃ,pɾuˈpuɲɐ̃w̃,,,,,,,,,,,,por derivados irregular ir-or
pt-conjugation,imperfect,provir,indicativo,imperfeito,provinha,provinhas,provinha,provínhamos,provinham,pɾuˈviɲɐ,pɾuˈviɲɐʃ,pɾuˈviɲɐ,pɾuˈviɲɐmuʃ,pɾuˈviɲɐ̃w̃,,,,,,,,,,,,vir derivados irregular
pt-conjugation,imperfect,refazer,indicativo,imperfeito,refazia,refazias,refazia,refazíamos,refaziam,ʁɨfɐˈziɐ,ʁɨfɐˈziɐʃ,ʁɨfɐˈziɐ,ʁɨfɐˈziɐmuʃ,ʁɨfɐˈziɐ̃w̃,,,,,,,,,,,,fazer derivados er
pt-conjugation,imperfect,repor,indicativo,imperfeito,repunha,repunhas,repunha,repúnhamos,repunham,ʁɨˈpuɲɐ,ʁɨˈpuɲɐʃ,ʁɨˈpuɲɐ,ʁɨˈpuɲɐmuʃ,ʁɨˈpuɲɐ̃w̃,,,,,,,,,,,,por derivados irregular
pt-conjugation,imperfect,reter,indicativo,imperfeito,retinha,retinhas,retinha,retínhamos,retinham,ʁɨˈtiɲɐ,ʁɨˈtiɲɐʃ,ʁɨˈtiɲɐ,ʁɨˈtiɲɐmuʃ,ʁɨˈtiɲɐ̃w̃,,,,,,,,,,,,ter derivados irregular
pt-conjugation,imperfect,rever,indicativo,imperfeito,revia,revias,revia,revíamos,reviam,ʁɨˈviɐ,ʁɨˈviɐʃ,ʁɨˈviɐ,ʁɨˈviɐmuʃ,ʁɨˈviɐ̃w̃,,,,,,,,,,,,ver derivados er
pt-conjugation,imperfect,revir,indicativo,imperfeito,revinha,revínhas,revinha,revínhamos,revnham,ʁɨˈviɲɐ,ʁɨˈviɲɐʃ,ʁɨˈviɲɐ,ʁɨˈviɲɐmuʃ,ˈʁɛvɲɐ̃w̃,,,,,,,,,,,,vir derivados irregular
pt-conjugation,imperfect,satisfazer,indicativo,imperfeito,satisfazia,satisfazias,satisfazia,satisfazíamos,satisfaziam,sɐtiʃfɐˈziɐ,sɐtiʃfɐˈziɐʃ,sɐtiʃfɐˈziɐ,sɐtiʃfɐˈziɐmuʃ,sɐtiʃfɐˈziɐ̃w̃,,,,,,,,,,,,fazer derivados er
pt-conjugation,imperfect,sobrepor,indicativo,imperfeito,sobrepunha,sobrepunhas,sobrepunha,sobrepúnhamos,sobrepunham,subɾɨˈpuɲɐ,subɾɨˈpuɲɐʃ,subɾɨˈpuɲɐ,subɾɨˈpuɲɐmuʃ,subɾɨˈpuɲɐ̃w̃,,,,,,,,,,,,por derivados irregular
pt-conjugation,imperfect,supor,indicativo,imperfeito,supunha,supunhas,supunha,supúnhamos,supunham,suˈpuɲɐ,suˈpuɲɐʃ,suˈpuɲɐ,suˈpuɲɐmuʃ,suˈpuɲɐ̃w̃,,,,,,,,,,,,por derivados irregular
pt-conjugation,imperfect,transver,indicativo,imperfeito,transvia,transvias,transvia,transvíamos,transviam,tɾɐ̃sˈviɐ,tɾɐ̃sˈviɐʃ,tɾɐ̃sˈviɐ,tɾɐ̃sˈviɐmuʃ,tɾɐ̃sˈviɐ̃w̃,,,,,,,,,,,,ver derivados  
pt-conjugation,imperfect,ultrapassar,indicativo,imperfeito,ultrapassava,ultrapassavas,ultrapassava,ultrapassávamos,ultrapassavam,uɫtɾɐpɐˈsavɐ,uɫtɾɐpɐˈsavɐʃ,uɫtɾɐpɐˈsavɐ,uɫtɾɐpɐˈsavɐmuʃ,uɫtɾɐpɐˈsavɐ̃w̃,,,,,,,,,,,,passar derivados
pt-conjugation,imperfect,ser,indicativo,imperfeito,era,eras,era,éramos,eram,ˈɛɾɐ,ˈɛɾɐʃ,ˈɛɾɐ,ˈɛɾɐmuʃ,ˈɛɾɐ̃w̃,,,,,,,,,,,,irregular er
pt-conjugation,imperfect,ter,indicativo,imperfeito,tinha,tinhas,tinha,tínhamos,tinham,ˈtiɲɐ,ˈtiɲɐʃ,ˈtiɲɐ,ˈtiɲɐmuʃ,ˈtiɲɐ̃w̃,,,,,,,,,,,,irregular er
pt-conjugation,imperfect,vir,indicativo,imperfeito,vinha,vinhas,vinha,vínhamos,vinham,ˈviɲɐ,ˈviɲɐʃ,ˈviɲɐ,ˈviɲɐmuʃ,ˈviɲɐ̃w̃,,,,,,,,,,,,irregular  
pt-conjugation,imperfect,pôr,indicativo,imperfeito,punha,punhas,punha,púnhamos,punham,ˈpuɲɐ,ˈpuɲɐʃ,ˈpuɲɐ,ˈpuɲɐmuʃ,ˈpuɲɐ̃w̃,,,,,,,,,,,,irregular  
pt-conjugation,imperfect,ajudar,indicativo,imperfeito,ajudava,ajudavas,ajudava,ajudávamos,ajudavam,ɐʒuˈdavɐ,ɐʒuˈdavɐʃ,ɐʒuˈdavɐ,ɐʒuˈdavɐmuʃ,ɐʒuˈdavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,almoçar,indicativo,imperfeito,almocava,almocavas,almocava,almocávamos,almocavam,aɫmuˈkavɐ,aɫmuˈkavɐʃ,aɫmuˈkavɐ,aɫmuˈkavɐmuʃ,aɫmuˈkavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,andar,indicativo,imperfeito,andava,andavas,andava,andávamos,andavam,ɐ̃ˈdavɐ,ɐ̃ˈdavɐʃ,ɐ̃ˈdavɐ,ɐ̃ˈdavɐmuʃ,ɐ̃ˈdavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,apanhar,indicativo,imperfeito,apanhava,apanhavas,apanhava,apanhávamos,apanhavam,ɐpɐˈɲavɐ,ɐpɐˈɲavɐʃ,ɐpɐˈɲavɐ,ɐpɐˈɲavɐmuʃ,ɐpɐˈɲavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,beijar,indicativo,imperfeito,beijava,beijavas,beijava,beijávamos,beijavam,bɐjˈʒavɐ,bɐjˈʒavɐʃ,bɐjˈʒavɐ,bɐjˈʒavɐmuʃ,bɐjˈʒavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,calar-se,indicativo,imperfeito,calava-me,calavas-te,calava-se,calávamos-nos,calavam-se,kɐlɐˈvamɨ,kɐlɐˈvastɨ,kɐlɐˈvasɨ,kɐˈlavɐmusnuʃ,kɐlɐˈvɐ̃sɨ,,,,,,,,,,,,ar reflexos
pt-conjugation,imperfect,cantar,indicativo,imperfeito,cantava,cantavas,cantava,cantávamos,cantavam,kɐ̃ˈtavɐ,kɐ̃ˈtavɐʃ,kɐ̃ˈtavɐ,kɐ̃ˈtavɐmuʃ,kɐ̃ˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,chamar,indicativo,imperfeito,chamava,chamavas,chamava,chamávamos,chamavam,ʃɐˈmavɐ,ʃɐˈmavɐʃ,ʃɐˈmavɐ,ʃɐˈmavɐmuʃ,ʃɐˈmavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,colocar,indicativo,imperfeito,colocava,colocavas,colocava,colocávamos,colocavam,kuluˈkavɐ,kuluˈkavɐʃ,kuluˈkavɐ,kuluˈkavɐmuʃ,kuluˈkavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,combinar,indicativo,imperfeito,combinava,combinavas,combinava,combinávamos,combinavam,kõbiˈnavɐ,kõbiˈnavɐʃ,kõbiˈnavɐ,kõbiˈnavɐmuʃ,kõbiˈnavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,começar,indicativo,imperfeito,começava,começavas,começava,começávamos,começavam,kumɨˈsavɐ,kumɨˈsavɐʃ,kumɨˈsavɐ,kumɨˈsavɐmuʃ,kumɨˈsavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,cortar,indicativo,imperfeito,cortava,cortavas,cortava,cortávamos,cortavam,kuɾˈtavɐ,kuɾˈtavɐʃ,kuɾˈtavɐ,kuɾˈtavɐmuʃ,kuɾˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,costumar,indicativo,imperfeito,costumava,costumavas,costumava,costumávamos,costumavam,kuʃtuˈmavɐ,kuʃtuˈmavɐʃ,kuʃtuˈmavɐ,kuʃtuˈmavɐmuʃ,kuʃtuˈmavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,cruzar,indicativo,imperfeito,cruzava,cruzavas,cruzava,cruzávamos,cruzavam,kɾuˈzavɐ,kɾuˈzavɐʃ,kɾuˈzavɐ,kɾuˈzavɐmuʃ,kɾuˈzavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,dançar,indicativo,imperfeito,dançava,dançavas,dançava,dançávamos,dançavam,dɐ̃ˈsavɐ,dɐ̃ˈsavɐʃ,dɐ̃ˈsavɐ,dɐ̃ˈsavɐmuʃ,dɐ̃ˈsavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,dar,indicativo,imperfeito,dava,davas,dava,dávamos,davam,ˈdavɐ,ˈdavɐʃ,ˈdavɐ,ˈdavɐmuʃ,ˈdavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,deitar-se,indicativo,imperfeito,deitava-me,deitavas-te,deitava-se,deitávamos-nos,deitavam-se,dɐjtɐˈvamɨ,dɐjtɐˈvastɨ,dɐjtɐˈvasɨ,dɐjˈtavɐmusnuʃ,dɐjtɐˈvɐ̃sɨ,,,,,,,,,,,,ar  
pt-conjugation,imperfect,deixar,indicativo,imperfeito,deixava,deixavas,deixava,deixávamos,deixavam,dɐjˈʃavɐ,dɐjˈʃavɐʃ,dɐjˈʃavɐ,dɐjˈʃavɐmuʃ,dɐjˈʃavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,encontrar,indicativo,imperfeito,encontrava,encontravas,encontrava,encontrávamos,encontravam,ẽkõˈtɾavɐ,ẽkõˈtɾavɐʃ,ẽkõˈtɾavɐ,ẽkõˈtɾavɐmuʃ,ẽkõˈtɾavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,ensinar,indicativo,imperfeito,ensinava,ensinavas,ensinava,ensinávamos,ensinavam,ẽsiˈnavɐ,ẽsiˈnavɐʃ,ẽsiˈnavɐ,ẽsiˈnavɐmuʃ,ẽsiˈnavɐ̃w̃,,,,,,,,,,,,ar  
